,image name,Mean,variance,contrast,entropy,labels
0,IM-0001-0001.jpeg,523,157163,0.9126983880996704,11.129232415150605,0
1,IM-0003-0001.jpeg,571,187320,18.230770111083984,11.13471116730688,0
2,IM-0005-0001.jpeg,545,170223,48.20000076293945,11.15099349717803,0
3,IM-0006-0001.jpeg,596,201831,0.9913420081138611,11.225786915040535,0
4,IM-0007-0001.jpeg,551,173834,20.0,11.164620619359663,0
5,IM-0009-0001.jpeg,576,189150,56.5,11.19609019310144,0
6,IM-0010-0001.jpeg,530,161621,1.0,11.100138521898376,0
7,IM-0011-0001-0001.jpeg,548,171921,1.0,11.15336903890373,0
8,IM-0011-0001-0002.jpeg,536,165160,253.0,11.12204366218164,0
9,IM-0011-0001.jpeg,505,146261,1.0,11.131174114274684,0
10,IM-0013-0001.jpeg,543,169065,0.9662446975708008,11.130500758161242,0
11,IM-0015-0001.jpeg,547,170693,251.0,11.188205315895797,0
12,IM-0016-0001.jpeg,537,166168,0.9491525292396545,11.091943346020475,0
13,IM-0017-0001.jpeg,557,176964,76.33333587646484,11.187038765904227,0
14,IM-0019-0001.jpeg,541,167491,1.0,11.16737268618847,0
15,IM-0021-0001.jpeg,606,208605,1.0,11.220243962258191,0
16,IM-0022-0001.jpeg,345,68100,1.0,11.148901907960871,0
17,IM-0023-0001.jpeg,532,162389,1.0,11.136218171464643,0
18,IM-0025-0001.jpeg,533,164377,1.0,11.041853427037466,0
19,IM-0027-0001.jpeg,573,187766,0.9495798349380493,11.159594787141268,0
20,IM-0028-0001.jpeg,510,149860,1.0,11.100130699394088,0
21,IM-0029-0001.jpeg,599,204156,1.0,11.21109318835741,0
22,IM-0030-0001.jpeg,439,111063,0.9677419066429138,11.093410290069007,0
23,IM-0031-0001.jpeg,555,176696,1.0,11.136258192798307,0
24,IM-0033-0001-0001.jpeg,611,214391,1.0,11.121615359126872,0
25,IM-0033-0001-0002.jpeg,591,199739,27.0,11.16796292159095,0
26,IM-0033-0001.jpeg,575,188834,15.933333396911621,11.186791812261278,0
27,IM-0035-0001.jpeg,524,158067,1.0,11.1233205882051,0
28,IM-0036-0001.jpeg,620,221280,0.9757084846496582,11.102565315566526,0
29,IM-0037-0001.jpeg,561,179638,0.920634925365448,11.182845720162625,0
30,IM-0039-0001.jpeg,538,166342,1.0,11.132404738799591,0
31,IM-0041-0001.jpeg,431,107366,0.9669421315193176,11.079363548378662,0
32,IM-0043-0001.jpeg,573,187254,1.0,11.186976615153833,0
33,IM-0045-0001.jpeg,579,192080,1.0,11.13637381284048,0
34,IM-0046-0001.jpeg,570,185484,1.0,11.182983349133172,0
35,IM-0049-0001.jpeg,482,134201,1.0,11.066245580207296,0
36,IM-0050-0001.jpeg,526,158642,1.0,11.132845792877669,0
37,IM-0059-0001.jpeg,557,178514,1.0,11.087905198842751,0
38,IM-0061-0001.jpeg,554,178054,1.0,11.03974988766903,0
39,IM-0063-0001.jpeg,453,118946,1.0,11.038944624292125,0
40,IM-0065-0001.jpeg,425,105700,1.0,10.946020033798506,0
41,IM-0067-0001.jpeg,436,110689,1.0,10.991934142147956,0
42,IM-0069-0001.jpeg,499,144386,1.0,11.041344889744247,0
43,IM-0070-0001.jpeg,421,103855,1.0,10.927871141264667,0
44,IM-0071-0001.jpeg,521,156330,1.0,11.082968898354844,0
45,IM-0073-0001.jpeg,528,159842,1.0,11.123669416617162,0
46,IM-0075-0001.jpeg,527,159914,253.0,11.07908669721529,0
47,IM-0077-0001.jpeg,521,156025,1.0,11.121957202146387,0
48,IM-0079-0001.jpeg,551,174535,1.0,11.10117546758592,0
49,IM-0081-0001.jpeg,495,141263,1.0,11.08214800013932,0
50,IM-0083-0001.jpeg,512,150639,1.0,11.094551738582979,0
51,IM-0084-0001.jpeg,517,154714,1.0,11.05931837704047,0
52,IM-0085-0001.jpeg,511,150353,1.0,11.102688349565303,0
53,IM-0086-0001.jpeg,435,110619,1.0,10.962641339834052,0
54,IM-0087-0001.jpeg,471,128939,1.0,11.003406288817594,0
55,IM-0089-0001.jpeg,545,171096,1.0,11.109375760751961,0
56,IM-0091-0001.jpeg,479,132877,1.0,11.052710891045875,0
57,IM-0093-0001.jpeg,592,200264,1.0,11.16877565193261,0
58,IM-0095-0001.jpeg,479,133983,1.0,10.976476683335468,0
59,IM-0097-0001.jpeg,490,139782,1.0,10.997222314700242,0
60,IM-0099-0001.jpeg,440,113137,1.0,10.953687448190504,0
61,IM-0101-0001.jpeg,403,95278,1.0,10.938220834872801,0
62,IM-0102-0001.jpeg,373,81320,1.0,10.95022406362384,0
63,IM-0103-0001.jpeg,537,166204,1.0,11.088906771775036,0
64,IM-0105-0001.jpeg,526,159878,1.0,11.063094846154145,0
65,IM-0107-0001.jpeg,479,133466,1.0,10.989930855958871,0
66,IM-0109-0001.jpeg,507,149216,1.0,11.022255067104448,0
67,IM-0110-0001.jpeg,491,139724,1.0,11.01835493364971,0
68,IM-0111-0001.jpeg,513,151474,1.0,11.092480283121336,0
69,NORMAL2-IM-0007-0001.jpeg,557,178791,1.0,11.06709395277867,0
70,NORMAL2-IM-0012-0001.jpeg,406,96564,1.0,10.946132511587924,0
71,NORMAL2-IM-0013-0001.jpeg,528,162057,1.0,10.99930044345661,0
72,NORMAL2-IM-0019-0001.jpeg,450,117535,1.0,10.999704183082958,0
73,NORMAL2-IM-0023-0001.jpeg,423,104649,1.0,10.962325197600645,0
74,NORMAL2-IM-0027-0001.jpeg,430,108156,1.0,10.95450003981255,0
75,NORMAL2-IM-0028-0001.jpeg,573,190021,0.9372197389602661,11.057496551635255,0
76,NORMAL2-IM-0029-0001.jpeg,421,103821,1.0,10.956227251237193,0
77,NORMAL2-IM-0030-0001.jpeg,465,124232,1.0,11.115887743524329,0
78,NORMAL2-IM-0033-0001.jpeg,440,112284,1.0,11.035386110289984,0
79,NORMAL2-IM-0035-0001.jpeg,441,114033,1.0,10.92959160946629,0
80,NORMAL2-IM-0041-0001.jpeg,460,124242,1.0,10.916271060183574,0
81,NORMAL2-IM-0045-0001.jpeg,419,103386,1.0,10.89837541790425,0
82,NORMAL2-IM-0051-0001.jpeg,403,96300,1.0,10.863214090910441,0
83,NORMAL2-IM-0052-0001.jpeg,415,99197,1.0,11.076066840585717,0
84,NORMAL2-IM-0058-0001.jpeg,432,109036,1.0,10.959693502104807,0
85,NORMAL2-IM-0059-0001.jpeg,461,123861,1.0,10.980807302688639,0
86,NORMAL2-IM-0060-0001.jpeg,422,104272,1.0,10.96775120432405,0
87,NORMAL2-IM-0066-0001.jpeg,432,108998,1.0,10.964975768701201,0
88,NORMAL2-IM-0072-0001.jpeg,539,168076,1.0,11.028786159432665,0
89,NORMAL2-IM-0073-0001.jpeg,407,95300,0.9662446975708008,11.096473629424077,0
90,NORMAL2-IM-0079-0001.jpeg,420,102409,1.0,11.032896276457063,0
